IGenus,Family,Order
Stenodynerus,Vespidae,Hymenoptera
Symmorphus,Vespidae,Hymenoptera
Vespa,Vespidae,Hymenoptera
Vespidae,Vespidae,Hymenoptera
Vespula,Vespidae,Hymenoptera
Zethus,Vespidae,Hymenoptera
Eumenidae,Vespidae,Hymenoptera
Hypalastoroides,Vespidae,Hymenoptera
Cyphomenes,Vespidae,Hymenoptera
Minixi,Vespidae,Hymenoptera
Brachygstra,Vespidae,Hymenoptera
Parachartegus,Vespidae,Hymenoptera
Zeta,Vespidae,Hymenoptera
Ancistroceroides,Vespidae,Hymenoptera
Chartergellus,Vespidae,Hymenoptera
Synoeca,Vespidae,Hymenoptera
Atteva,Yponomeutidae,Lepidoptera
Zeugophora,Zeugophoridae,Coleoptera
Zosterops,Zosteropidae,Passeriformes
Adscita,Zygaenidae,Lepidoptera
Balataea,Zygaenidae,Lepidoptera
Balatala,Zygaenidae,Lepidoptera
Harrisina,Zygaenidae,Lepidoptera
Zygaena,Zygaenidae,Lepidoptera
