Network,Date,Time start,Species,plant,Apis.mellifera,Bombus.,Colletidae.Halictidae,Vespula,Syrphidae,Diptera,Diptera,Coleoptera,Lepidoptera,Hymenoptera,Myridae
AitP,7/01/16,1500,PHOten,Phormium tenax,0,0,0,0,0,0,0,0,0,4,0
AitP,4/01/16,1500,PHOten,Phormium tenax,5,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,PHOten,Phormium tenax,6,0,1,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,PHOten,Phormium tenax,0,0,0,14,0,0,0,0,0,6,0
AitP,7/01/16,1100,PHOten,Phormium tenax,1,0,0,0,0,0,0,0,0,30,0
AitP,7/01/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,0,1
AitP,7/01/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,9/02/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,0,1
AitP,9/02/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,9/02/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,1,0,0,0
AitP,9/02/16,900,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,900,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,1,0,0,0,0
AitP,12/02/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,1,0,0,0,0
AitP,12/02/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,12/02/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,1,0,0,0,0
AitP,12/02/16,1100,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,12/02/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,13/02/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,PHYoct,Phytolacca octandra,0,0,0,1,0,0,0,0,0,0,0
AitP,14/01/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,1500,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,0,1
AitP,20/01/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,0,1
AitP,20/01/16,1500,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,26/02/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,0,1
AitP,26/02/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,26/02/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,0,1
AitP,26/02/16,1500,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,1,0,0,0,0,0
AitP,30/01/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,1,0,0,0,0,0
AitP,7/01/16,1300,PHYoct,Phytolacca octandra,2,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,9/02/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,9/02/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,9/02/16,1500,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,1,0,0,0
AitP,9/02/16,1500,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1100,PHYoct,Phytolacca octandra,0,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,PHYoct,Phytolacca octandra,0,1,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,12/02/16,1500,PHYoct,Phytolacca octandra,0,1,1,0,0,0,0,0,0,0,0
AitP,13/02/16,900,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,0,0,0,1
AitP,13/02/16,900,PHYoct,Phytolacca octandra,0,2,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,PHYoct,Phytolacca octandra,0,2,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1500,PHYoct,Phytolacca octandra,0,1,1,0,0,0,0,0,0,0,0
AitP,14/01/16,900,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,14/01/16,1300,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,PHYoct,Phytolacca octandra,0,1,0,0,0,0,0,1,0,0,0
AitP,14/01/16,1500,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,20/01/16,1100,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,26/02/16,900,PHYoct,Phytolacca octandra,0,2,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,1,0,0,0,0
AitP,26/02/16,900,PHYoct,Phytolacca octandra,2,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,26/02/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,1,0
AitP,26/02/16,1100,PHYoct,Phytolacca octandra,2,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,PHYoct,Phytolacca octandra,0,1,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,900,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,PHYoct,Phytolacca octandra,2,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1300,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,0
AitP,30/01/16,1300,PHYoct,Phytolacca octandra,1,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,PHYoct,Phytolacca octandra,2,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,2,1
AitP,12/02/16,900,PHYoct,Phytolacca octandra,0,2,0,1,0,0,0,0,0,0,0
AitP,20/01/16,1300,PHYoct,Phytolacca octandra,0,0,0,0,0,0,0,0,0,3,0
AitP,26/02/16,900,PHYoct,Phytolacca octandra,2,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,PHYoct,Phytolacca octandra,0,0,1,0,0,0,0,0,0,3,0
AitP,13/02/16,1100,PHYoct,Phytolacca octandra,1,1,3,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,PHYoct,Phytolacca octandra,2,2,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,PHYoct,Phytolacca octandra,2,1,2,0,0,0,0,0,0,0,0
AitP,9/02/16,900,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,5,0
AitP,12/02/16,1100,PHYoct,Phytolacca octandra,0,0,6,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,PHYoct,Phytolacca octandra,5,0,2,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,PHYoct,Phytolacca octandra,1,0,0,0,0,0,0,0,0,7,0
AitP,13/02/16,1300,PHYoct,Phytolacca octandra,1,3,4,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,RUBfru,Rubus fruticosus,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,RUBfru,Rubus fruticosus,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,RUBfru,Rubus fruticosus,0,0,0,0,0,0,0,1,0,0,0
AitP,4/01/16,1500,RUBfru,Rubus fruticosus,1,0,1,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,RUBfru,Rubus fruticosus,2,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,RUBfru,Rubus fruticosus,0,1,1,0,0,0,0,0,0,0,0
AitP,7/01/16,900,RUBfru,Rubus fruticosus,1,1,0,0,0,0,0,2,0,0,0
AitP,20/01/16,1100,SOLnig,Solanum nigrum,0,1,0,0,0,0,0,0,0,0,0
